,I1,u1,I2,u2,u3,I3,O1,O2,O3,O4,O5,O6,O7,x1,x2,x3,y1,y2,y3,u12,u13,u14
1555,29.429999,0.0,-24.901864,0.0,0.0,32.0,-95.0,25.146141,29.780285,106.0,-35.116227,-8.215553,-10.582736,-0.09034299999999999,0.07552400000000001,0.40113699999999997,-0.099677,0.080665,0.38562399999999997,0.009334,-0.005141,0.015512999999999999
1556,17.480076,0.0,-24.901864,0.0,0.0,32.0,-93.876804,25.225960999999998,27.912495,101.918897,-2.1059509999999997,0.0,-10.80326,-0.120527,0.07283300000000001,0.384767,-0.120529,0.07283400000000001,0.384765,2e-06,-1e-06,1e-06
1557,14.067151999999998,0.0,-24.901864,0.0,0.0,32.0,-90.353481,25.267757999999997,26.934440000000002,102.62330899999999,-2.0064740000000003,0.0,-10.76821,-0.129849,0.07269,0.37782,-0.129854,0.07269500000000001,0.377814,5e-06,-5e-06,6e-06
1558,-0.6254689999999999,0.0,-24.901864,0.0,0.0,32.0,-74.91524799999999,25.43808,22.94892,105.10529,-2.436012,-2e-06,-13.59645,-0.16457,0.072667,0.341868,-0.164572,0.07266900000000001,0.341866,2e-06,-2e-06,2e-06
1559,-11.078033,0.0,-24.901864,0.0,0.0,32.0,-63.990818000000004,25.543274,20.54155,105.99349699999999,-1.693155,-0.007558,-19.031602,-0.183059,0.072663,0.31161700000000003,-0.183178,0.072716,0.311592,0.00011899999999999999,-5.3e-05,2.5e-05
1560,-19.017019,0.0,-24.901864,0.0,0.0,32.0,-55.618255000000005,25.842585,23.551109,106.0,-36.810563,0.0,-20.0,-0.193349,0.07266399999999999,0.286445,-0.194481,0.07243200000000001,0.287134,0.001132,0.00023199999999999997,-0.0006889999999999999
1561,-30.523578000000004,0.0,-24.901864,0.0,0.0,32.0,-47.258025,36.272844,28.454352,106.0,-36.814609999999995,0.0,-20.0,-0.201807,0.07266399999999999,0.248306,-0.211402,0.07078200000000001,0.251974,0.009595000000000001,0.001882,-0.003668
1562,-30.523578000000004,0.0,-15.928355999999999,0.0,0.0,32.0,-44.537184,25.229487,28.869697,106.0,-36.811952000000005,0.0,-20.0,-0.209525,0.050343,0.240707,-0.21020300000000003,0.050138,0.240931,0.000679,0.000204,-0.000223
1563,-30.523578000000004,0.0,-9.439281,0.0,0.0,32.0,-47.623619,25.094293,30.993539000000002,105.65696399999999,-1.898926,-1e-06,-16.105107999999998,-0.213525,0.031412999999999996,0.23810900000000002,-0.21352800000000002,0.031415,0.23810900000000002,3e-06,-1e-06,1e-06
1564,-30.523578000000004,0.0,0.55707,0.0,0.0,32.0,-55.241671999999994,24.613129,42.252765000000004,100.94742,-1.382957,0.0,-12.557464999999999,-0.21600500000000003,0.001424,0.236625,-0.21600500000000003,0.001426,0.236623,1e-06,-2e-06,1e-06
