,I1,I2,I3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5,I6,I7,I8,I9
303,-14.833017,-5.741112,20,-79.873576,24.858873,36.502352,81.179586,-1.074732,0,-5.371829,-0.244515,0.044429,0.325259,0,0.000002,0.000001,243,71,281,245,75,291
304,6.015397,20.502077,20,-78.57645,24.480941,45.345972,80.924144,-1.172426,-0.000033,-4.600221,-0.25024,0.01559,0.300947,0.000041,0.000158,0.000113,87,200,286,91,197,299
305,-12.998049,-7.784679,20,-78.57645,24.480941,45.345972,80.924144,-1.172426,-0.000033,-4.600221,-0.25024,0.01559,0.300947,0.000041,0.000158,0.000113,211,117,238,211,117,255
306,-18.537963,23.52629,20,-78.57645,24.480941,45.345972,80.924144,-1.172426,-0.000033,-4.600221,-0.25024,0.01559,0.300947,0.000041,0.000158,0.000113,75,89,271,75,92,278
307,-19.841898,-9.998622,20,-78.57645,24.480941,45.345972,80.924144,-1.172426,-0.000033,-4.600221,-0.25024,0.01559,0.300947,0.000041,0.000158,0.000113,221,83,257,222,84,263
308,-2.676176,16.749407,20,-94.187442,23.443743,69.616404,74.175049,0.133692,-2.005064,0.630675,-0.247774,-0.02705,0.301471,0.000001,0.000001,0.000001,45,160,335,46,162,307
309,-10.027902,-8.62667,20,-94.187442,23.443743,69.616404,74.175049,0.133692,-2.005064,0.630675,-0.247774,-0.02705,0.301471,0.000001,0.000001,0.000001,158,128,240,158,129,224
310,-16.697591,1.307654,20,-94.187442,23.443743,69.616404,74.175049,0.133692,-2.005064,0.630675,-0.247774,-0.02705,0.301471,0.000001,0.000001,0.000001,121,102,242,122,101,224
311,-17.385434,-19.967584,20,-94.187442,23.443743,69.616404,74.175049,0.133692,-2.005064,0.630675,-0.247774,-0.02705,0.301471,0.000001,0.000001,0.000001,209,96,255,210,95,255
312,8.457705,27.224578,20,-80.674427,25.210365,28.277443,84.720112,-1.133003,0,-7.16661,-0.226363,0.070401,0.345642,0.000001,0.000002,0.000003,141,144,289,141,140,252
313,3.197318,-3.731063,20,-80.674427,25.210365,28.277443,84.720112,-1.133003,0,-7.16661,-0.226363,0.070401,0.345642,0.000001,0.000002,0.000003,281,126,398,281,126,332
314,-0.080785,27.93351,20,-80.674427,25.210365,28.277443,84.720112,-1.133003,0,-7.16661,-0.226363,0.070401,0.345642,0.000001,0.000002,0.000003,140,111,303,139,112,250
315,-15.880802,23.026913,20,-80.674427,25.210365,28.277443,84.720112,-1.133003,0,-7.16661,-0.226363,0.070401,0.345642,0.000001,0.000002,0.000003,158,43,325,159,55,270
316,-6.33451,21.814184,20,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,94,142,253,94,141,265
317,-14.966671,-24.00915,20,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,306,108,356,306,105,372
318,-19.144674,22.589009,20,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,90,86,262,90,89,267
319,-19.926546,-0.034703,20,-76.5898,24.617873,42.141754,82.464842,-0.946608,0,-5.370732,-0.248824,0.022917,0.301247,0,0.000001,0.000001,185,83,238,185,84,247
320,1.307062,15.427052,20,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,89,140,223,90,140,237
321,2.598881,-14.260979,20,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,216,146,231,217,147,236
322,-15.505631,25.465884,20,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,36,62,306,37,65,302
323,-10.814526,-0.865365,20,-95,23.632686,65.195126,71.9199,12.224724,-14.797566,6.657052,-0.255262,-0.002332,0.328854,0.000456,0.000597,0.000661,155,86,222,156,86,223
324,8.061816,25.206009,20,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,54,206,324,58,203,329
325,-0.848336,-10.49969,20,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,213,164,255,215,163,250
326,-19.956375,15.476303,20,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,104,78,248,105,80,255
327,-11.541648,-28.525928,20,-82.869775,24.296303,49.666505,78.172401,-0.277214,0,-2.542482,-0.252117,0.008784,0.306102,0.000002,0.000008,0.000005,308,116,347,308,112,351
328,-7.33085,20.076185,20,-74.088444,24.840521,36.931786,84.400226,-1.171986,0,-7.920451,-0.245314,0.036009,0.304396,0.000013,0.000178,0.000145,121,135,244,121,134,258
329,-2.128451,6.683714,20,-74.088444,24.840521,36.931786,84.400226,-1.171986,0,-7.920451,-0.245314,0.036009,0.304396,0.000013,0.000178,0.000145,172,158,251,173,156,251
330,-15.446538,16.612059,20,-74.088444,24.840521,36.931786,84.400226,-1.171986,0,-7.920451,-0.245314,0.036009,0.304396,0.000013,0.000178,0.000145,135,104,224,135,105,243
332,-8.718763,25.228604,20,-76.96623,24.593668,42.708146,82.199917,0.243874,0,-5.407374,-0.249128,0.021562,0.301183,0,0.000003,0.000002,75,134,270,76,134,278
334,-17.615412,27.362002,20,-76.96623,24.593668,42.708146,82.199917,0.243874,0,-5.407374,-0.249128,0.021562,0.301183,0,0.000003,0.000002,64,94,277,64,98,285
335,-14.015269,-5.976635,20,-76.96623,24.593668,42.708146,82.199917,0.243874,0,-5.407374,-0.249128,0.021562,0.301183,0,0.000003,0.000002,210,109,237,211,110,247
336,9.170002,6.84855,21,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,122,156,238,123,156,243
337,5.155726,-19.95161,21,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,236,143,264,237,144,255
338,-17.15979,14.342481,21,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,84,42,295,88,42,288
339,-11.408623,-18.067014,21,-95,23.704672,63.510652,75.472528,5.725981,-15.505199,6.575557,-0.245993,-0.007547,0.340291,0.003143,0.004782,0.005467,226,67,269,228,65,268
340,5.749172,25.625119,21,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,140,150,322,139,146,272
341,2.821767,17.493558,21,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,169,143,288,169,140,267
342,-12.451892,25.911512,21,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,138,78,312,138,84,278
343,-7.901529,4.787937,21,-76.870734,25.186348,28.839444,88.766448,-1.439791,-0.000403,-8.223158,-0.222611,0.062545,0.334183,0.000001,0.000002,0.000002,228,92,339,228,96,298
344,5.418592,25.572493,21,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,33,124,319,33,123,308
345,8.961287,-4.486764,21,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,168,139,237,169,139,237
346,-3.446653,11.556848,21,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,104,88,253,104,87,263
347,-10.909131,-20.173393,21,-95,23.834055,60.483111,76.029934,-89.998716,-20.599891,-1.64751,-0.24567,-0.004691,0.354287,0.006117,0.009178,0.011622,240,49,306,243,47,308
348,-4.156,21.529471,21,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,93,152,272,94,151,294
349,4.84295,2.269493,21,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,172,194,281,176,191,294
350,-19.685933,11.607345,21,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,136,88,268,137,89,276
351,-19.305657,-6.353887,21,-76.25665,24.62145,42.058056,85.341511,-1.021833,0,-5.606424,-0.240152,0.020465,0.30341,0.000001,0.00001,0.000008,212,85,283,213,86,285
352,5.922071,12.165811,21,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,4,140,176,4,142,203
353,6.30262,-21.751356,21,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,158,139,272,158,142,310
354,-12.678881,-10.979725,21,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,113,68,300,115,61,330
355,-16.948089,-28.555367,21,-94.999997,23.397191,70.7058,85.825719,2.172435,-16.138527,6.504383,-0.222026,-0.063331,0.34364,0.00986,0.030121,0.025122,186,50,298,187,37,355
356,-3.721103,-21.555416,21,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,135,145,317,136,151,427
357,2.276125,-26.463302,21,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,151,167,334,152,177,447
358,-17.810295,-23.586704,21,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,144,101,317,144,98,417
359,-16.188376,-27.145489,21,-95,23.088853,77.920832,90.56447,75.521974,-8.873017,3.706313,-0.204107,-0.076689,0.310756,0.005038,0.023681,0.014781,156,103,307,155,100,420
361,-6.577895,-16.96434,21,-95,23.368821,71.369569,77.603399,0.3517,-4.623871,1.368693,-0.236312,-0.033453,0.303908,0,0.000002,0,184,142,278,185,144,255
362,-19.749232,-8.929924,21,-95,23.368821,71.369569,77.603399,0.3517,-4.623871,1.368693,-0.236312,-0.033453,0.303908,0,0.000002,0,155,90,270,155,88,268
363,-17.497712,-13.282548,21,-95,23.368821,71.369569,77.603399,0.3517,-4.623871,1.368693,-0.236312,-0.033453,0.303908,0,0.000002,0,168,94,269,168,93,254
364,1.643899,3.97955,21,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,127,176,282,130,176,286
365,5.000642,-5.980971,21,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,165,193,290,169,195,281
366,-18.091141,28.973035,21,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,6,91,270,6,97,274
367,-16.90158,-16.199317,21,-85.832712,23.994962,56.717864,79.685145,-0.518806,0,-2.408186,-0.241697,-0.010539,0.302763,0,0.000001,0.000001,214,98,285,214,96,276
368,9.86538,26.399721,21,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,55,125,307,55,123,325
369,9.563318,-4.791319,21,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,192,123,249,192,123,260
370,-1.570146,22.740255,21,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,73,72,309,74,73,311
371,-7.89438,-4.672844,21,-95,24.063216,55.120721,75.853887,6.740847,-15.150623,6.566035,-0.243577,0.011303,0.367966,0.00629,0.008541,0.013153,190,43,277,194,45,296
372,7.356408,20.895731,21,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,122,130,240,121,129,265
373,9.063073,-11.413366,21,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,264,140,293,264,138,323
374,-15.374389,23.121302,21,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,111,27,307,115,36,304
375,-5.878481,-13.976341,21,-91.794051,24.558931,43.521004,74.674029,-0.655685,-0.005365,-2.297856,-0.238002,0.037493,0.354797,0.000001,0.000003,0.000003,278,65,331,280,69,361
376,6.645493,5.642878,21,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,144,200,295,149,198,307
377,7.521535,-2.141816,21,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,174,208,297,180,207,306
378,-16.155541,13.98702,21,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,110,104,269,110,105,271
379,-14.741895,-10.017847,21,-79.471192,24.402817,47.174059,82.931643,-0.739671,0,-4.784828,-0.241869,0.008827,0.302726,0.000001,0.000004,0.000002,212,107,277,213,106,284
380,9.682034,6.012059,22,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,118,182,309,121,183,299
381,-3.114947,-10.917603,22,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,189,131,283,189,131,269
382,-9.356856,24.077147,22,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,31,100,368,31,101,369
383,-8.151889,-15.753216,22,-93.511139,23.850656,60.094645,76.314627,-1.026044,-0.000081,-1.39113,-0.236466,-0.010267,0.324928,0.000004,0.000011,0.000007,211,106,286,212,105,277
384,-6.254241,29.119681,22,-64.733933,25.509818,21.270234,102.517377,-2.793559,0,-14.292263,-0.198138,0.07282,0.312025,0.000006,0.000004,0.000003,149,140,460,150,136,340
385,-10.304005,24.532813,22,-64.733933,25.509818,21.270234,102.517377,-2.793559,0,-14.292263,-0.198138,0.07282,0.312025,0.000006,0.000004,0.000003,165,129,451,165,127,330
386,-19.099256,28.98293,22,-64.733933,25.509818,21.270234,102.517377,-2.793559,0,-14.292263,-0.198138,0.07282,0.312025,0.000006,0.000004,0.000003,151,92,467,150,97,340
388,6.093788,20.033827,22,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,56,124,339,56,123,332
389,6.278712,-18.890247,22,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,229,124,299,229,124,287
390,-6.329512,18.719102,22,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,61,66,334,64,66,328
391,-10.35416,-28.589566,22,-95,23.831026,60.553976,78.651728,-38.926967,-19.572836,3.952756,-0.236665,-0.008783,0.355958,0.005566,0.009664,0.011984,277,46,384,281,42,390
392,-5.954629,-8.507007,22,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,149,130,285,149,131,287
393,9.800567,-29.949339,22,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,238,200,374,241,210,370
394,-11.697562,10.244655,22,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,62,112,347,62,112,342
395,-14.28754,-10.856195,22,-95,23.305406,72.853476,81.489472,8.421035,-15.472415,6.658935,-0.228395,-0.034959,0.312784,0.000769,0.001787,0.001417,152,100,295,152,98,278
396,8.936598,25.791483,22,-95,24.024623,56.02382,77.013743,19.037524,-13.806797,6.579168,-0.235995,0.012845,0.357891,0.001965,0.002895,0.004273,61,133,312,61,131,333
397,9.178861,-21.817343,22,-95,24.024623,56.02382,77.013743,19.037524,-13.806797,6.579168,-0.235995,0.012845,0.357891,0.001965,0.002895,0.004273,279,134,355,279,135,370
398,2.460015,8.185991,22,-95,24.024623,56.02382,77.013743,19.037524,-13.806797,6.579168,-0.235995,0.012845,0.357891,0.001965,0.002895,0.004273,145,105,270,145,105,268
399,-10.552663,-5.284494,22,-95,24.024623,56.02382,77.013743,19.037524,-13.806797,6.579168,-0.235995,0.012845,0.357891,0.001965,0.002895,0.004273,196,48,302,200,50,308
400,3.371038,22.026864,22,-89.05318,23.91739,58.533069,79.912933,-0.657467,0,-2.152371,-0.234349,-0.013531,0.312077,0.000001,0.000002,0.000002,35,179,405,38,180,387
401,8.672083,-22.507683,22,-89.05318,23.91739,58.533069,79.912933,-0.657467,0,-2.152371,-0.234349,-0.013531,0.312077,0.000001,0.000002,0.000002,236,202,366,241,206,363
402,-18.397088,29.339892,22,-89.05318,23.91739,58.533069,79.912933,-0.657467,0,-2.152371,-0.234349,-0.013531,0.312077,0.000001,0.000002,0.000002,2,76,111,1,82,97
403,-15.450568,-17.840628,22,-89.05318,23.91739,58.533069,79.912933,-0.657467,0,-2.152371,-0.234349,-0.013531,0.312077,0.000001,0.000002,0.000002,217,93,304,217,91,308
404,1.341052,18.782141,22,-91.599649,24.100678,54.244131,76.738291,-0.383568,0,-1.70501,-0.237467,0.00337,0.332005,0.000002,0.000005,0.000003,81,137,286,82,137,303
405,1.896567,-4.410749,22,-91.599649,24.100678,54.244131,76.738291,-0.383568,0,-1.70501,-0.237467,0.00337,0.332005,0.000002,0.000005,0.000003,179,140,254,180,139,254
406,-17.414555,10.619145,22,-91.599649,24.100678,54.244131,76.738291,-0.383568,0,-1.70501,-0.237467,0.00337,0.332005,0.000002,0.000005,0.000003,117,57,279,120,58,287
407,-14.608422,-28.933689,22,-91.599649,24.100678,54.244131,76.738291,-0.383568,0,-1.70501,-0.237467,0.00337,0.332005,0.000002,0.000005,0.000003,303,63,402,304,59,412
408,9.832705,22.596467,22,-88.879831,24.936472,34.686629,82.247183,-1.754368,-0.096955,-4.049532,-0.215706,0.057012,0.365001,0.000001,0.000002,0.000003,149,121,344,149,121,311
409,9.862801,9.409085,22,-88.879831,24.936472,34.686629,82.247183,-1.754368,-0.096955,-4.049532,-0.215706,0.057012,0.365001,0.000001,0.000002,0.000003,200,122,373,200,122,317
410,-3.050616,24.494261,22,-88.879831,24.936472,34.686629,82.247183,-1.754368,-0.096955,-4.049532,-0.215706,0.057012,0.365001,0.000001,0.000002,0.000003,142,68,369,143,75,323
411,-9.108902,17.633275,22,-88.879831,24.936472,34.686629,82.247183,-1.754368,-0.096955,-4.049532,-0.215706,0.057012,0.365001,0.000001,0.000002,0.000003,166,40,393,168,50,339
412,2.765147,17.917469,22,-70.903799,24.974419,33.798573,92.318209,-1.655618,0,-9.159184,-0.225304,0.039017,0.306249,0.000002,0.000005,0.000004,137,182,331,139,176,320
413,5.940629,1.018212,22,-70.903799,24.974419,33.798573,92.318209,-1.655618,0,-9.159184,-0.225304,0.039017,0.306249,0.000002,0.000005,0.000004,209,202,350,213,195,358
414,-19.589317,18.499411,22,-70.903799,24.974419,33.798573,92.318209,-1.655618,0,-9.159184,-0.225304,0.039017,0.306249,0.000002,0.000005,0.000004,136,89,303,136,92,307
415,-19.981667,-16.143819,22,-70.903799,24.974419,33.798573,92.318209,-1.655618,0,-9.159184,-0.225304,0.039017,0.306249,0.000002,0.000005,0.000004,297,80,448,297,81,444
416,-5.808099,24.590452,22,-67.229432,25.370692,24.525788,98.632055,-2.044084,0,-12.823201,-0.207828,0.06496,0.313496,0.000002,0.000002,0.000003,153,136,402,153,133,325
417,-8.956493,-1.418159,22,-67.229432,25.370692,24.525788,98.632055,-2.044084,0,-12.823201,-0.207828,0.06496,0.313496,0.000002,0.000002,0.000003,270,127,514,270,126,409
418,-15.985356,24.515368,22,-67.229432,25.370692,24.525788,98.632055,-2.044084,0,-12.823201,-0.207828,0.06496,0.313496,0.000002,0.000002,0.000003,156,96,401,156,100,320
419,-15.962122,-8.295731,22,-67.229432,25.370692,24.525788,98.632055,-2.044084,0,-12.823201,-0.207828,0.06496,0.313496,0.000002,0.000002,0.000003,308,92,521,308,96,427
420,1.027081,26.443523,22,-75.943339,24.623716,42.005032,87.660181,-0.369716,0,-6.95917,-0.23208,0.018411,0.304808,0.000001,0.000005,0.000004,67,177,363,69,175,359
421,-12.512675,-26.340341,22,-75.943339,24.623716,42.005032,87.660181,-0.369716,0,-6.95917,-0.23208,0.018411,0.304808,0.000001,0.000005,0.000004,312,121,300,311,117,295
422,-19.572754,10.079614,22,-75.943339,24.623716,42.005032,87.660181,-0.369716,0,-6.95917,-0.23208,0.018411,0.304808,0.000001,0.000005,0.000004,144,85,272,145,87,299
423,-18.165975,-21.381852,22,-75.943339,24.623716,42.005032,87.660181,-0.369716,0,-6.95917,-0.23208,0.018411,0.304808,0.000001,0.000005,0.000004,287,91,408,287,89,405
424,7.283023,14.252271,23,-92.18622,24.169192,52.640886,78.196289,-0.329227,0,-2.459467,-0.229709,0.00646,0.339452,0.000001,0.000005,0.000004,108,151,293,109,150,301
425,3.136592,-27.55351,23,-92.18622,24.169192,52.640886,78.196289,-0.329227,0,-2.459467,-0.229709,0.00646,0.339452,0.000001,0.000005,0.000004,300,136,396,301,137,420
426,-10.923845,19.748222,23,-92.18622,24.169192,52.640886,78.196289,-0.329227,0,-2.459467,-0.229709,0.00646,0.339452,0.000001,0.000005,0.000004,81,71,327,82,73,330
427,-0.342662,-4.609115,23,-92.18622,24.169192,52.640886,78.196289,-0.329227,0,-2.459467,-0.229709,0.00646,0.339452,0.000001,0.000005,0.000004,185,117,287,185,117,284
428,0.684204,27.619943,23,-67.065076,25.279017,26.670983,99.563986,-1.912771,0,-12.685958,-0.205593,0.056883,0.31044,0.000002,0.000002,0.000001,129,172,444,131,164,378
429,-6.941284,7.030169,23,-67.065076,25.279017,26.670983,99.563986,-1.912771,0,-12.685958,-0.205593,0.056883,0.31044,0.000002,0.000002,0.000001,216,143,430,216,140,371
430,-19.174111,27.461939,23,-67.065076,25.279017,26.670983,99.563986,-1.912771,0,-12.685958,-0.205593,0.056883,0.31044,0.000002,0.000002,0.000001,132,89,415,131,95,359
432,0.987557,0.908426,23,-95,23.211976,75.039753,91.131448,-74.669953,-20.911132,-0.335827,-0.199311,-0.064453,0.316855,0.003381,0.016851,0.01168,42,161,460,43,170,622
433,-3.765115,-26.600434,23,-95,23.211976,75.039753,91.131448,-74.669953,-20.911132,-0.335827,-0.199311,-0.064453,0.316855,0.003381,0.016851,0.01168,166,142,359,166,147,455
434,-15.626973,2.840915,23,-95,23.211976,75.039753,91.131448,-74.669953,-20.911132,-0.335827,-0.199311,-0.064453,0.316855,0.003381,0.016851,0.01168,34,97,490,34,93,623
435,-14.233694,-29.633335,23,-95,23.211976,75.039753,91.131448,-74.669953,-20.911132,-0.335827,-0.199311,-0.064453,0.316855,0.003381,0.016851,0.01168,181,104,351,180,99,449
436,-4.847429,8.761623,23,-82.413598,24.200715,51.903259,85.891392,-0.647742,0,-4.637146,-0.226109,-0.005767,0.306077,0,0.000003,0.000002,114,147,332,116,148,338
437,8.426222,-1.74645,23,-82.413598,24.200715,51.903259,85.891392,-0.647742,0,-4.637146,-0.226109,-0.005767,0.306077,0,0.000003,0.000002,152,207,363,158,208,361
438,-18.018823,20.659206,23,-82.413598,24.200715,51.903259,85.891392,-0.647742,0,-4.637146,-0.226109,-0.005767,0.306077,0,0.000003,0.000002,56,95,404,56,97,395
439,-16.33887,-16.300619,23,-82.413598,24.200715,51.903259,85.891392,-0.647742,0,-4.637146,-0.226109,-0.005767,0.306077,0,0.000003,0.000002,221,100,336,221,99,336
441,-7.351033,-22.531264,23,-95,23.223311,74.774498,86.424393,22.186815,-13.968185,6.7444,-0.213067,-0.046593,0.308851,0.001146,0.003735,0.002685,183,139,342,183,141,357
442,-17.904512,8.526421,23,-95,23.223311,74.774498,86.424393,22.186815,-13.968185,6.7444,-0.213067,-0.046593,0.308851,0.001146,0.003735,0.002685,45,94,434,45,92,478
443,-16.464598,-18.372423,23,-95,23.223311,74.774498,86.424393,22.186815,-13.968185,6.7444,-0.213067,-0.046593,0.308851,0.001146,0.003735,0.002685,164,101,338,164,98,349
444,7.834889,-3.164397,23,-93.875619,23.695972,63.714241,80.042728,-0.338378,-0.164594,-1.281951,-0.225253,-0.023183,0.318281,0,0.000001,0.000001,137,183,342,140,187,322
445,6.161056,-21.204489,23,-93.875619,23.695972,63.714241,80.042728,-0.338378,-0.164594,-1.281951,-0.225253,-0.023183,0.318281,0,0.000001,0.000001,214,180,351,217,185,347
446,-11.988918,24.32221,23,-93.875619,23.695972,63.714241,80.042728,-0.338378,-0.164594,-1.281951,-0.225253,-0.023183,0.318281,0,0.000001,0.000001,7,100,317,7,103,333
447,-14.286808,-10.129559,23,-93.875619,23.695972,63.714241,80.042728,-0.338378,-0.164594,-1.281951,-0.225253,-0.023183,0.318281,0,0.000001,0.000001,165,92,308,166,90,304
449,6.47688,-19.271535,23,-95,23.51107,68.040957,87.327995,-84.179879,-20.752916,-1.256897,-0.212732,-0.05175,0.347695,0.006907,0.023449,0.021266,159,133,313,159,135,335
451,-7.249911,-25.506829,23,-95,23.51107,68.040957,87.327995,-84.179879,-20.752916,-1.256897,-0.212732,-0.05175,0.347695,0.006907,0.023449,0.021266,186,79,329,187,73,350
452,0.242261,-13.770476,23,-95,23.341083,72.018644,85.329391,1.809003,-16.207343,6.493581,-0.217035,-0.04343,0.32071,0.002604,0.007725,0.00617,153,146,326,154,148,339
453,6.358617,-14.188081,23,-95,23.341083,72.018644,85.329391,1.809003,-16.207343,6.493581,-0.217035,-0.04343,0.32071,0.002604,0.007725,0.00617,153,171,338,155,177,357
454,-8.486574,16.886016,23,-95,23.341083,72.018644,85.329391,1.809003,-16.207343,6.493581,-0.217035,-0.04343,0.32071,0.002604,0.007725,0.00617,8,115,356,8,117,357
455,-12.622162,-24.389924,23,-95,23.341083,72.018644,85.329391,1.809003,-16.207343,6.493581,-0.217035,-0.04343,0.32071,0.002604,0.007725,0.00617,197,99,329,197,96,340
456,7.661557,24.60114,23,-91.259449,23.919374,58.486631,80.267186,-0.410853,0,-2.145607,-0.227981,-0.012367,0.321815,0,0.000001,0.000001,21,187,475,24,187,442
457,-5.237389,-11.089978,23,-91.259449,23.919374,58.486631,80.267186,-0.410853,0,-2.145607,-0.227981,-0.012367,0.321815,0,0.000001,0.000001,186,126,285,187,126,288
458,-16.209312,27.1501,23,-91.259449,23.919374,58.486631,80.267186,-0.410853,0,-2.145607,-0.227981,-0.012367,0.321815,0,0.000001,0.000001,9,72,397,9,76,414
