,I1,I2,I3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5,I6,I7,I8,I9
913,9.598465,-11.172537,38,-89.847587,24.537024,44.033614,98.141343,-1.556838,0,-8.377241,-0.158398,0.015969,0.353352,0.000002,0.000004,0.000003,246,126,1050,247,126,978
914,-16.404856,22.943422,38,-89.847587,24.537024,44.033614,98.141343,-1.556838,0,-8.377241,-0.158398,0.015969,0.353352,0.000002,0.000004,0.000003,92,11,862,102,22,1064
915,-4.036121,-0.744848,38,-89.847587,24.537024,44.033614,98.141343,-1.556838,0,-8.377241,-0.158398,0.015969,0.353352,0.000002,0.000004,0.000003,194,63,978,199,68,901
916,3.451103,13.080456,38,-84.033874,24.275841,50.145303,102.883112,-1.23938,0,-9.18055,-0.15892,-0.007973,0.320694,0.000002,0.000003,0.000002,80,182,1075,86,185,1101
917,-3.134392,-23.62499,38,-84.033874,24.275841,50.145303,102.883112,-1.23938,0,-9.18055,-0.15892,-0.007973,0.320694,0.000002,0.000003,0.000002,243,158,1030,247,160,1105
918,-13.406475,28.573649,38,-84.033874,24.275841,50.145303,102.883112,-1.23938,0,-9.18055,-0.15892,-0.007973,0.320694,0.000002,0.000003,0.000002,9,112,687,10,120,735
919,-13.059847,-11.979577,38,-84.033874,24.275841,50.145303,102.883112,-1.23938,0,-9.18055,-0.15892,-0.007973,0.320694,0.000002,0.000003,0.000002,190,114,877,191,113,918
920,0.32466,25.479584,38,-84.969108,24.368475,47.977684,101.482094,-1.560794,0,-9.257841,-0.16087,-0.000769,0.329024,0.000004,0.000007,0.000004,37,151,1170,40,151,1135
921,-1.642873,-4.17682,38,-84.969108,24.368475,47.977684,101.482094,-1.560794,0,-9.257841,-0.16087,-0.000769,0.329024,0.000004,0.000007,0.000004,171,141,854,173,141,836
922,-7.584573,22.195815,38,-84.969108,24.368475,47.977684,101.482094,-1.560794,0,-9.257841,-0.16087,-0.000769,0.329024,0.000004,0.000007,0.000004,56,116,1035,57,118,1041
923,-14.859542,-4.182788,38,-84.969108,24.368475,47.977684,101.482094,-1.560794,0,-9.257841,-0.16087,-0.000769,0.329024,0.000004,0.000007,0.000004,171,86,865,173,85,866
924,-0.875798,8.49974,38,-82.990176,24.582423,42.971288,102.628749,-1.313074,0,-10.518868,-0.159818,0.012764,0.333614,0.000003,0.000004,0.000003,152,129,856,153,128,794
925,6.886811,1.395861,38,-82.990176,24.582423,42.971288,102.628749,-1.313074,0,-10.518868,-0.159818,0.012764,0.333614,0.000003,0.000004,0.000003,178,164,900,181,160,836
926,-9.873327,18.974562,38,-82.990176,24.582423,42.971288,102.628749,-1.313074,0,-10.518868,-0.159818,0.012764,0.333614,0.000003,0.000004,0.000003,107,97,921,108,100,845
927,-11.105928,1.713869,38,-82.990176,24.582423,42.971288,102.628749,-1.313074,0,-10.518868,-0.159818,0.012764,0.333614,0.000003,0.000004,0.000003,176,89,871,178,91,813
928,-4.853043,10.764236,38,-85.881505,24.172155,52.57156,102.244263,-1.394022,0,-8.388672,-0.157776,-0.01352,0.320608,0.000001,0.000002,0.000001,79,147,993,82,150,1075
929,-6.473723,-23.321259,38,-85.881505,24.172155,52.57156,102.244263,-1.394022,0,-8.388672,-0.157776,-0.01352,0.320608,0.000001,0.000002,0.000001,228,143,957,231,144,1039
931,-17.776916,-9.810409,38,-85.881505,24.172155,52.57156,102.244263,-1.394022,0,-8.388672,-0.157776,-0.01352,0.320608,0.000001,0.000002,0.000001,167,96,867,168,93,936
932,8.104078,23.283418,38,-82.918711,24.763209,38.740904,103.631724,-1.932766,0,-10.74279,-0.155112,0.025927,0.34152,0.000006,0.000007,0.000005,120,149,931,122,144,822
933,7.117562,-6.726248,38,-82.918711,24.763209,38.740904,103.631724,-1.932766,0,-10.74279,-0.155112,0.025927,0.34152,0.000006,0.000007,0.000005,251,149,1071,253,145,948
934,-0.332589,22.69363,38,-82.918711,24.763209,38.740904,103.631724,-1.932766,0,-10.74279,-0.155112,0.025927,0.34152,0.000006,0.000007,0.000005,123,116,896,124,116,804
935,-0.448301,-8.187496,38,-82.918711,24.763209,38.740904,103.631724,-1.932766,0,-10.74279,-0.155112,0.025927,0.34152,0.000006,0.000007,0.000005,259,114,1099,260,114,977
936,7.644085,27.9633,38,-80.980004,24.44475,46.19283,104.438687,-1.228435,0,-10.310678,-0.159404,0.001332,0.320261,0.000001,0.000002,0.000001,25,212,1463,35,206,1362
937,-13.743812,-16.902818,38,-80.980004,24.44475,46.19283,104.438687,-1.228435,0,-10.310678,-0.159404,0.001332,0.320261,0.000001,0.000002,0.000001,236,115,1008,237,113,993
938,-18.682867,29.044137,38,-80.980004,24.44475,46.19283,104.438687,-1.228435,0,-10.310678,-0.159404,0.001332,0.320261,0.000001,0.000002,0.000001,24,87,1305,24,98,1274
939,-19.021205,-8.095662,38,-80.980004,24.44475,46.19283,104.438687,-1.228435,0,-10.310678,-0.159404,0.001332,0.320261,0.000001,0.000002,0.000001,194,89,924,196,88,923
941,6.810814,-22.374913,38,-95,23.703115,63.547104,101.926379,-28.880353,-19.001754,4.731993,-0.152699,-0.030029,0.340163,0.000288,0.004447,0.00433,181,144,798,182,151,931
942,-13.866751,10.392671,38,-95,23.703115,63.547104,101.926379,-28.880353,-19.001754,4.731993,-0.152699,-0.030029,0.340163,0.000288,0.004447,0.00433,29,65,1158,34,54,1363
943,-18.233898,-29.914932,38,-95,23.703115,63.547104,101.926379,-28.880353,-19.001754,4.731993,-0.152699,-0.030029,0.340163,0.000288,0.004447,0.00433,215,55,914,218,33,1142
944,6.136649,13.555105,38,-91.612873,24.351939,48.364619,96.780379,-0.394097,0,-7.561853,-0.160992,0.00429,0.349881,0.000002,0.000002,0.000001,111,121,882,112,121,856
945,7.958639,-12.288618,38,-91.612873,24.351939,48.364619,96.780379,-0.394097,0,-7.561853,-0.160992,0.00429,0.349881,0.000002,0.000002,0.000001,221,129,910,222,129,899
946,-12.064451,29.117072,38,-91.612873,24.351939,48.364619,96.780379,-0.394097,0,-7.561853,-0.160992,0.00429,0.349881,0.000002,0.000002,0.000001,28,34,1333,35,43,1236
947,-2.239586,-16.693784,38,-91.612873,24.351939,48.364619,96.780379,-0.394097,0,-7.561853,-0.160992,0.00429,0.349881,0.000002,0.000002,0.000001,242,83,1001,244,83,979
948,5.302894,-8.981884,38,-94.724003,23.957862,57.586006,96.924303,-1.080252,0,-5.820595,-0.157781,-0.019946,0.337138,0,0.000002,0,152,144,797,154,148,879
949,7.427111,-18.130677,38,-94.724003,23.957862,57.586006,96.924303,-1.080252,0,-5.820595,-0.157781,-0.019946,0.337138,0,0.000002,0,188,155,820,190,161,913
950,-13.659641,9.828172,38,-94.724003,23.957862,57.586006,96.924303,-1.080252,0,-5.820595,-0.157781,-0.019946,0.337138,0,0.000002,0,65,73,976,68,69,1081
951,-3.898815,-29.131598,38,-94.724003,23.957862,57.586006,96.924303,-1.080252,0,-5.820595,-0.157781,-0.019946,0.337138,0,0.000002,0,241,112,895,242,109,961
952,0.187372,-21.321199,39,-95,23.587352,66.255958,106,36.053153,-13.226666,5.062953,-0.136455,-0.043901,0.334858,0.001952,0.010643,0.00919,137,131,860,136,136,1474
953,-0.034753,-26.332153,39,-95,23.587352,66.255958,106,36.053153,-13.226666,5.062953,-0.136455,-0.043901,0.334858,0.001952,0.010643,0.00919,151,132,841,150,139,1461
954,-17.453045,-7.063694,39,-95,23.587352,66.255958,106,36.053153,-13.226666,5.062953,-0.136455,-0.043901,0.334858,0.001952,0.010643,0.00919,67,78,1043,67,61,1839
955,-15.79921,-29.847679,39,-95,23.587352,66.255958,106,36.053153,-13.226666,5.062953,-0.136455,-0.043901,0.334858,0.001952,0.010643,0.00919,167,84,871,165,68,1537
956,-3.009919,24.31656,39,-85.380907,24.232525,51.158903,102.896151,-1.416433,0,-8.747734,-0.156119,-0.009966,0.322369,0.000001,0.000002,0.000002,18,156,1242,19,160,1436
957,4.310342,-21.085294,39,-85.380907,24.232525,51.158903,102.896151,-1.416433,0,-8.747734,-0.156119,-0.009966,0.322369,0.000001,0.000002,0.000002,224,184,1077,230,190,1170
958,-15.337642,0.155153,39,-85.380907,24.232525,51.158903,102.896151,-1.416433,0,-8.747734,-0.156119,-0.009966,0.322369,0.000001,0.000002,0.000002,138,105,909,139,105,965
959,-12.450899,-27.153636,39,-85.380907,24.232525,51.158903,102.896151,-1.416433,0,-8.747734,-0.156119,-0.009966,0.322369,0.000001,0.000002,0.000002,257,117,1108,259,112,1178
960,-2.46077,-19.524586,39,-95,23.585219,66.30587,105.021797,-38.25843,-19.738736,3.841645,-0.143055,-0.037446,0.330086,0.000516,0.004137,0.003611,149,133,852,149,138,1220
961,1.402711,-23.374907,39,-95,23.585219,66.30587,105.021797,-38.25843,-19.738736,3.841645,-0.143055,-0.037446,0.330086,0.000516,0.004137,0.003611,161,146,874,162,156,1286
962,-7.464156,5.653709,39,-95,23.585219,66.30587,105.021797,-38.25843,-19.738736,3.841645,-0.143055,-0.037446,0.330086,0.000516,0.004137,0.003611,29,120,1204,28,122,1711
963,-14.300779,-26.128726,39,-95,23.585219,66.30587,105.021797,-38.25843,-19.738736,3.841645,-0.143055,-0.037446,0.330086,0.000516,0.004137,0.003611,174,97,867,173,90,1251
964,9.24029,21.252236,39,-91.019053,24.297766,49.632254,98.054037,-1.331283,0,-7.422632,-0.158762,-0.000413,0.344842,0.000007,0.000019,0.000012,61,148,1059,63,145,1048
965,7.830604,-22.955977,39,-91.019053,24.297766,49.632254,98.054037,-1.331283,0,-7.422632,-0.158762,-0.000413,0.344842,0.000007,0.000019,0.000012,262,140,1061,263,143,1083
966,2.66706,21.936955,39,-91.019053,24.297766,49.632254,98.054037,-1.331283,0,-7.422632,-0.158762,-0.000413,0.344842,0.000007,0.000019,0.000012,58,119,1036,59,119,1044
967,-17.106305,-21.305467,39,-91.019053,24.297766,49.632254,98.054037,-1.331283,0,-7.422632,-0.158762,-0.000413,0.344842,0.000007,0.000019,0.000012,252,33,1168,260,28,1231
969,4.527372,-29.958359,39,-95,23.607277,65.789695,104.656308,29.694524,-12.981766,6.545841,-0.144029,-0.036705,0.33236,0.000563,0.00474,0.004217,192,154,885,193,167,1267
971,-12.989697,-28.856157,39,-95,23.607277,65.789695,104.656308,29.694524,-12.981766,6.545841,-0.144029,-0.036705,0.33236,0.000563,0.00474,0.004217,189,96,878,188,87,1216
972,4.319974,2.962289,39,-95,23.690678,63.83813,103.535544,-43.652364,-20.003057,3.358118,-0.146785,-0.034029,0.341129,0.000743,0.007291,0.006967,56,133,1037,57,137,1344
973,2.120897,-20.287949,39,-95,23.690678,63.83813,103.535544,-43.652364,-20.003057,3.358118,-0.146785,-0.034029,0.341129,0.000743,0.007291,0.006967,158,125,837,158,127,1056
974,-1.477703,6.817429,39,-95,23.690678,63.83813,103.535544,-43.652364,-20.003057,3.358118,-0.146785,-0.034029,0.341129,0.000743,0.007291,0.006967,36,112,1129,36,110,1417
975,-10.894018,-22.854125,39,-95,23.690678,63.83813,103.535544,-43.652364,-20.003057,3.358118,-0.146785,-0.034029,0.341129,0.000743,0.007291,0.006967,168,80,857,170,68,1106
976,4.370612,12.312386,39,-89.02059,24.063115,55.123102,101.521101,-0.868218,0,-7.608253,-0.154056,-0.018431,0.323898,0.000001,0.000003,0.000001,54,180,1186,60,187,1314
977,-3.905841,-20.5498,39,-89.02059,24.063115,55.123102,101.521101,-0.868218,0,-7.608253,-0.154056,-0.018431,0.323898,0.000001,0.000003,0.000001,202,146,930,204,150,1055
978,-13.613232,14.542739,39,-89.02059,24.063115,55.123102,101.521101,-0.868218,0,-7.608253,-0.154056,-0.018431,0.323898,0.000001,0.000003,0.000001,45,106,1152,47,107,1292
979,-14.324288,-26.304875,39,-89.02059,24.063115,55.123102,101.521101,-0.868218,0,-7.608253,-0.154056,-0.018431,0.323898,0.000001,0.000003,0.000001,230,107,985,231,101,1108
980,-0.273493,0.448809,39,-95,23.569012,66.685101,106,37.023972,-13.184928,5.005787,-0.136967,-0.043022,0.331862,0.001586,0.008701,0.007404,32,141,1220,32,151,2045
981,5.44311,-29.675899,39,-95,23.569012,66.685101,106,37.023972,-13.184928,5.005787,-0.136967,-0.043022,0.331862,0.001586,0.008701,0.007404,167,156,891,168,174,1545
983,-6.385952,-27.743765,39,-95,23.569012,66.685101,106,37.023972,-13.184928,5.005787,-0.136967,-0.043022,0.331862,0.001586,0.008701,0.007404,161,120,863,160,121,1452
984,-8.569522,-13.202325,39,-95,23.552935,67.061308,105.862046,37.69665,-12.134483,6.295275,-0.140395,-0.03965,0.327533,0.000616,0.004391,0.00372,116,121,908,115,123,1385
985,9.304138,-25.32627,39,-95,23.552935,67.061308,105.862046,37.69665,-12.134483,6.295275,-0.140395,-0.03965,0.327533,0.000616,0.004391,0.00372,159,178,948,162,203,1512
986,-14.395041,9.319648,39,-95,23.552935,67.061308,105.862046,37.69665,-12.134483,6.295275,-0.140395,-0.03965,0.327533,0.000616,0.004391,0.00372,9,102,643,9,100,928
987,-13.797617,-23.155305,39,-95,23.552935,67.061308,105.862046,37.69665,-12.134483,6.295275,-0.140395,-0.03965,0.327533,0.000616,0.004391,0.00372,153,105,876,152,100,1313
988,-3.264783,25.067673,39,-85.517683,24.299559,49.590314,102.218504,-1.720329,0,-8.914024,-0.157561,-0.005245,0.32677,0.000002,0.000004,0.000001,27,142,1269,29,144,1299
989,-5.585697,-5.369383,39,-85.517683,24.299559,49.590314,102.218504,-1.720329,0,-8.914024,-0.157561,-0.005245,0.32677,0.000002,0.000004,0.000001,166,131,889,167,131,909
990,-14.765536,8.284064,39,-85.517683,24.299559,49.590314,102.218504,-1.720329,0,-8.914024,-0.157561,-0.005245,0.32677,0.000002,0.000004,0.000001,112,94,938,114,94,971
991,-12.989832,-4.183175,39,-85.517683,24.299559,49.590314,102.218504,-1.720329,0,-8.914024,-0.157561,-0.005245,0.32677,0.000002,0.000004,0.000001,160,99,906,162,98,914
992,8.334612,-4.882397,39,-95,23.936966,58.074994,99.953199,4.439107,-15.595608,6.545427,-0.156921,-0.011228,0.352682,0.00006,0.001547,0.001829,158,120,870,159,120,931
993,8.822073,-8.50943,39,-95,23.936966,58.074994,99.953199,4.439107,-15.595608,6.545427,-0.156921,-0.011228,0.352682,0.00006,0.001547,0.001829,166,123,873,167,123,931
994,8.111432,29.317076,39,-95,23.936966,58.074994,99.953199,4.439107,-15.595608,6.545427,-0.156921,-0.011228,0.352682,0.00006,0.001547,0.001829,2,123,191,3,116,235
995,5.722252,-22.752515,39,-95,23.936966,58.074994,99.953199,4.439107,-15.595608,6.545427,-0.156921,-0.011228,0.352682,0.00006,0.001547,0.001829,232,111,980,233,111,1046
996,-18.21355,19.043604,40,-82.944325,24.35594,48.270979,104.732436,-1.922733,0,-9.805673,-0.154102,-0.003391,0.321389,0.000003,0.000006,0.000003,64,91,1182,65,94,1211
997,-16.913368,-11.120452,40,-82.944325,24.35594,48.270979,104.732436,-1.922733,0,-9.805673,-0.154102,-0.003391,0.321389,0.000003,0.000006,0.000003,196,98,1009,198,97,1035
998,-19.847415,-0.636513,40,-82.944325,24.35594,48.270979,104.732436,-1.922733,0,-9.805673,-0.154102,-0.003391,0.321389,0.000003,0.000006,0.000003,157,87,992,159,86,1009
999,-19.712328,-9.31963,40,-82.944325,24.35594,48.270979,104.732436,-1.922733,0,-9.805673,-0.154102,-0.003391,0.321389,0.000003,0.000006,0.000003,188,87,1007,190,85,1032
1000,8.478686,22.969861,40,-91.048457,24.379264,47.7252,98.614662,-0.134881,0,-8.005472,-0.155658,0.00508,0.348829,0.000002,0.000003,0.000002,68,133,1100,69,130,1076
1001,9.993589,1.114465,40,-91.048457,24.379264,47.7252,98.614662,-0.134881,0,-8.005472,-0.155658,0.00508,0.348829,0.000002,0.000003,0.000002,161,139,951,163,138,917
1002,-11.482394,27.631943,40,-91.048457,24.379264,47.7252,98.614662,-0.134881,0,-8.005472,-0.155658,0.00508,0.348829,0.000002,0.000003,0.000002,40,42,1385,46,50,1278
1003,-12.768911,-21.059399,40,-91.048457,24.379264,47.7252,98.614662,-0.134881,0,-8.005472,-0.155658,0.00508,0.348829,0.000002,0.000003,0.000002,266,37,1341,274,35,1338
1004,2.643339,-1.445331,40,-90.714131,23.995137,56.713781,101.662123,-1.338562,0,-7.097401,-0.150203,-0.02158,0.324841,0.000004,0.000011,0.000005,111,166,1008,116,174,1185
1005,-4.038647,-18.327405,40,-90.714131,23.995137,56.713781,101.662123,-1.338562,0,-7.097401,-0.150203,-0.02158,0.324841,0.000004,0.000011,0.000005,182,144,938,184,149,1107
1006,-18.568576,13.728222,40,-90.714131,23.995137,56.713781,101.662123,-1.338562,0,-7.097401,-0.150203,-0.02158,0.324841,0.000004,0.000011,0.000005,38,86,1257,40,84,1462
1007,-13.107267,-26.964055,40,-90.714131,23.995137,56.713781,101.662123,-1.338562,0,-7.097401,-0.150203,-0.02158,0.324841,0.000004,0.000011,0.000005,223,111,1006,224,105,1189
1008,3.450797,22.119732,40,-83.358832,24.795073,37.995287,105.132627,-1.486501,0,-11.316839,-0.148029,0.02826,0.34335,0.000002,0.000003,0.000001,136,124,1056,137,123,879
1010,1.743788,27.898701,40,-83.358832,24.795073,37.995287,105.132627,-1.486501,0,-11.316839,-0.148029,0.02826,0.34335,0.000002,0.000003,0.000001,109,118,1112,110,118,927
1011,-5.299309,10.130586,40,-83.358832,24.795073,37.995287,105.132627,-1.486501,0,-11.316839,-0.148029,0.02826,0.34335,0.000002,0.000003,0.000001,181,88,1072,183,94,888
1012,-2.997927,10.551332,40,-80.073225,24.589804,42.798583,105.999999,-1.149882,-0.000001,-12.531026,-0.153614,0.010847,0.32416,0.000014,0.000019,0.00001,140,147,1042,142,145,960
1013,8.210381,-19.369658,40,-80.073225,24.589804,42.798583,105.999999,-1.149882,-0.000001,-12.531026,-0.153614,0.010847,0.32416,0.000014,0.000019,0.00001,273,206,1509,283,202,1430
1014,-15.684948,9.604515,40,-80.073225,24.589804,42.798583,105.999999,-1.149882,-0.000001,-12.531026,-0.153614,0.010847,0.32416,0.000014,0.000019,0.00001,146,99,1028,147,100,938
1015,-14.785808,-0.852837,40,-80.073225,24.589804,42.798583,105.999999,-1.149882,-0.000001,-12.531026,-0.153614,0.010847,0.32416,0.000014,0.000019,0.00001,185,99,1020,186,100,949
1017,-8.037262,-27.759255,40,-95,23.542869,67.296857,106,-36.228143,-18.53833,2.433419,-0.138106,-0.038346,0.32479,0.000467,0.002529,0.002105,174,133,935,174,138,1431
1018,-16.099778,-4.20582,40,-95,23.542869,67.296857,106,-36.228143,-18.53833,2.433419,-0.138106,-0.038346,0.32479,0.000467,0.002529,0.002105,74,105,1074,73,101,1629
1019,-16.584598,-28.396057,40,-95,23.542869,67.296857,106,-36.228143,-18.53833,2.433419,-0.138106,-0.038346,0.32479,0.000467,0.002529,0.002105,178,105,933,177,98,1429
1020,2.647477,26.599407,40,-84.673797,24.599726,42.566395,103.007699,-1.445041,0,-10.31404,-0.154016,0.015168,0.339288,0.000003,0.000005,0.000004,78,134,1086,79,132,1001
1021,6.348069,-24.649363,40,-84.673797,24.599726,42.566395,103.007699,-1.445041,0,-10.31404,-0.154016,0.015168,0.339288,0.000003,0.000005,0.000004,308,152,744,309,152,617
1022,-10.225115,19.745264,40,-84.673797,24.599726,42.566395,103.007699,-1.445041,0,-10.31404,-0.154016,0.015168,0.339288,0.000003,0.000005,0.000004,110,78,1026,112,83,937
1023,-9.661515,1.012538,40,-84.673797,24.599726,42.566395,103.007699,-1.445041,0,-10.31404,-0.154016,0.015168,0.339288,0.000003,0.000005,0.000004,186,79,994,189,83,917
1024,7.695653,-14.370504,40,-95,23.715022,63.268462,106,-36.865912,-19.147571,3.409667,-0.134893,-0.04205,0.349711,0.002973,0.01644,0.01574,109,120,946,108,119,1641
1025,8.867927,-29.491225,40,-95,23.715022,63.268462,106,-36.865912,-19.147571,3.409667,-0.134893,-0.04205,0.349711,0.002973,0.01644,0.01574,169,123,900,168,125,1508
1026,3.044614,-7.496669,40,-95,23.715022,63.268462,106,-36.865912,-19.147571,3.409667,-0.134893,-0.04205,0.349711,0.002973,0.01644,0.01574,75,106,1049,74,99,1821
1027,-1.100662,-29.812221,40,-95,23.715022,63.268462,106,-36.865912,-19.147571,3.409667,-0.134893,-0.04205,0.349711,0.002973,0.01644,0.01574,170,93,911,169,81,1606
1028,4.022027,29.14382,40,-79.455747,25.068068,38.972292,106,-36.814565,0,-20,-0.14005,0.037714,0.332997,0.001161,0.000651,0.001417,134,159,1343,134,147,912
1029,1.572272,23.367993,40,-79.455747,25.068068,38.972292,106,-36.814565,0,-20,-0.14005,0.037714,0.332997,0.001161,0.000651,0.001417,153,154,1313,153,144,891
1030,-15.196856,28.431024,40,-79.455747,25.068068,38.972292,106,-36.814565,0,-20,-0.14005,0.037714,0.332997,0.001161,0.000651,0.001417,135,80,1345,134,92,908
1031,-17.612451,23.205195,40,-79.455747,25.068068,38.972292,106,-36.814565,0,-20,-0.14005,0.037714,0.332997,0.001161,0.000651,0.001417,154,68,1349,153,82,912
1032,-4.867632,25.330952,40,-78.72543,24.806487,37.728198,106,-17.66258,0,-20,-0.144684,0.032224,0.330725,0.000003,0,0.000002,134,128,1153,134,126,902
1033,-0.748213,-2.467916,40,-78.72543,24.806487,37.728198,106,-17.66258,0,-20,-0.144684,0.032224,0.330725,0.000003,0,0.000002,254,149,1414,256,141,1095
1034,-18.113735,19.549704,40,-78.72543,24.806487,37.728198,106,-17.66258,0,-20,-0.144684,0.032224,0.330725,0.000003,0,0.000002,159,72,1203,161,82,911
1037,1.279015,-12.403436,40,-95,23.753771,62.361755,102.375896,-7.580466,-17.020917,6.135752,-0.150737,-0.023498,0.339737,0.000079,0.000972,0.000982,151,126,870,152,128,990
1038,-8.975086,-4.226746,40,-95,23.753771,62.361755,102.375896,-7.580466,-17.020917,6.135752,-0.150737,-0.023498,0.339737,0.000079,0.000972,0.000982,120,90,906,122,85,1043
1039,-11.997891,-29.660728,40,-95,23.753771,62.361755,102.375896,-7.580466,-17.020917,6.135752,-0.150737,-0.023498,0.339737,0.000079,0.000972,0.000982,230,78,997,232,65,1189
1040,-2.33426,21.501638,41,-79.24615,26.165731,41.475712,106,-36.814633,0,-20,-0.139515,0.033806,0.32449,0.004271,0.002533,0.004952,154,158,1420,156,148,979
1041,-12.875212,-13.089804,41,-79.24615,26.165731,41.475712,106,-36.814633,0,-20,-0.139515,0.033806,0.32449,0.004271,0.002533,0.004952,309,119,895,310,115,610
1042,-19.888095,23.207353,41,-79.24615,26.165731,41.475712,106,-36.814633,0,-20,-0.139515,0.033806,0.32449,0.004271,0.002533,0.004952,151,84,1404,150,93,977
1043,-19.54226,3.422392,41,-79.24615,26.165731,41.475712,106,-36.814633,0,-20,-0.139515,0.033806,0.32449,0.004271,0.002533,0.004952,233,83,1563,234,91,1110
